https://schema.org/name,https://schema.org/address,http://www.w3.org/2003/01/geo/wgs84_pos#lat,http://www.w3.org/2003/01/geo/wgs84_pos#long,https://schema.org/category,https://schema.org/Season,https://schema.org/description,https://schema.org/url,https://code4fukui.github.io/rdf/#echizen_city_area
木工房 蔵,越前市武生柳町10-1,35.895991,136.166012,街並み・旧街道,,呉服店の蔵として昭和4年に建築されたものを平成2年に譲り受け、1階は手作り家具のギャラリー、2階は蓄音機のオーディオルームとして利用。約3000枚のSPレコードや手回しの蓄音機など、家具も音も手作りでという館長のこだわりが見られる。　駐車場：有　アクセス：JR武生駅から徒歩約15分　電話番号：0778-22-0995,,南
聖徳太子堂,越前市平和町58,35.899569,136.162772,街並み・旧街道,,聖徳太子が祀られている嘉永元年（1848年）に建設されたお堂で、太子が「さしがね」を作ったことから、大工をはじめとする建築関係の職人に崇拝されてる。屋根には笏谷石（しゃくだにいし）の相輪（そうりん）が飾られている。虹梁（こうりょう）部分の彫刻は華麗であり、江戸時代末期の特徴を示したもの。国登録文化財登録。　駐車場：有　アクセス：JR武生駅から徒歩約15分　電話番号：0778-22-3890,,西
北府駅舎,越前市北府2丁目4-7,35.910059,136.166574,街並み・旧街道,,大正13年（1924年）に西武生駅として建設され、老朽化が著しいため平成24年3月に改築された。大正時代のレトロな景観を残すとともに、待合室の出入口や改札口、窓枠等築造当時の面影を残し整備した。また、福井鉄道の歴史や鉄道部品等の展示もしている。　駐車場：有（63台）　アクセス：JR武生駅から徒歩約13分　電話番号：0778-21-0700,,東
越前市観光・匠の技案内所,越前市府中一丁目2-3,35.90300364,136.1704161,観光物産施設,,JR武生駅前、センチュリープラザビルの1階にある。観光案内はもちろん、伝統的工芸品の越前和紙や越前打刃物の展示・販売のほか、越前市出身の絵本画家いわさきちひろや絵本作家かこさとしのグッズも販売。市内観光に便利なレンタサイクル（有料）の貸し出しもしている。　アクセス：JR武生駅から徒歩1分　営業時間：9:00～18:00　定休日：年末年始　電話番号：0778-24-0655　ホームページ：http://welcome-echizenshi.jp/information/,,東
札の辻,越前市蓬莱町,35.901822,136.16667,街並み・旧街道,,江戸時代、幕府の禁令や犯罪人の罪状を書いた高札を掲げた場所｡町屋の中心地（現在の蓬莱町、天王町、元町の交差点付近）には禁制札を公示する広小路があり、町用水に沿って立っていた。現在でも様々な催し物の案内が掲示されている。　駐車場：無（まちなか駐車場をご利用下さい）　アクセス：JR武生駅から徒歩約6分,,東
龍門寺,越前市本町9-5,35.898634,136.165167,神社・仏閣,,織田信長が一向一揆制圧するために布陣を敷いたという歴史あるお寺。　駐車場：有（20台）　アクセス：JR武生駅から徒歩13分　電話番号：0778-22-2215,,西
金剛院,越前市深草2丁目2-37,35.905623,136.160707,神社・仏閣,,素朴な山寺の雰囲気を漂わせる曹洞宗の寺院。　駐車場：有（50～60台）　アクセス：JR武生駅から車で5分、福井鉄道北府駅から徒歩12分　電話番号：0778-22-7188,,西
霊泉寺,越前市池泉町11-26,35.886683,136.232482,神社・仏閣,,万葉の里や万葉菊花園、タケフナイフビレッジなどの観光スポットが近くにあり、黒漆塗りの木造大仏を見ることができる。　駐車場：有（10台）　アクセス：JR武生駅から車で20分　電話番号：0778-27-1118,,味真野
府中城址（越前市役所）,越前市府中1丁目13-7,35.903367,136.168655,城（城址）・史跡,,府中城は前田利家が越前府中に着任した際に築城したもので、現在の越前市役所一帯が跡地として定められている。また、築城の際に利家が城の敷地内に総社大神宮の土地が入り込んでしまうことを恐れて、北西300メートルの現在の場所に移したと言われている。賤ヶ岳の合戦で敗走した柴田勝家を追ってきた羽柴秀吉を迎えた城としても知られている。,,東
龍門寺城跡,越前市本町9-5,35.898634,136.165167,城（城址）・史跡,,龍門寺の創建は、正安元年（1299）と伝えられている。その後、織田信長は、天正元年（1573）の朝倉攻め、同3年（1575）の一向一揆殲滅の本陣として使った。越前平定後は龍門寺城に不破光治を入れ、前田利家、佐々成政の府中三人衆に武生周辺の地域を治めさせた。また、堀や土塁の跡を今でも見ることができる。　駐車場：有（20台）　アクセス：JR武生駅から徒歩13分　電話番号：0778-22-2215,,西
小丸城跡,越前市五分市町,35.898022,136.230157,城（城址）・史跡,,織田信長の家臣、佐々成政が天正13年（１575）に築いた平城の跡。内堀・外堀も造られ城全域は東西300ｍ、南北350ｍといわれている。前田利家が一向一揆衆を弾圧した様子を記した文字瓦が発掘されている。この瓦の実物は、万葉の里の資料館「万葉館」にて見ることができる。　駐車場：有（10台）　アクセス：JR武生駅から車で22分,,味真野
まつの念持仏,越前市本町3-10,35.899597,136.164578,神社・仏閣,,陽願寺(越前市本町)前の参道脇に、通称｢おまつさんの仏さま｣を安置する小堂がある。像は約30センチの木造の文殊菩薩で、厨子(ずし)に入れられ、前田利家夫人まつの念持仏(ねんじぶつ)として、もともと大宝寺に伝えられていたといわれている。現在は本町の奉賛会が中心となって、5月24・25日に祭礼が執り行われている。　駐車場：有（20台）　アクセス：JR武生駅から徒歩約12分,,西
経王寺,越前市元町2-13,35.901095,136.16455,神社・仏閣,,足羽郡一乗谷に建立され、朝倉氏滅亡後に府中へ移り、慶長元年(1596)日淳によって再建されたといわれている。日淳は記録によれば、高木村(越前市高木町)の上木新兵衛の子で、のちに利家の側室となる寿福院(千世・千代保)の兄といわれる人物。また、経王寺に残る正徳元年(1711)の府中絵図は、貴重な資料として越前市指定文化財に指定されている。　駐車場：有（40台）　アクセス：JR武生駅から徒歩10分　電話番号：0778-22-3912　ホームページ：http://www.geocities.jp/kyouoozi/,,西
大文字屋跡,越前市天王町,35.900223,136.167689,城（城址）・史跡,,大文字屋は現在、旧北陸道に面した一角に屋敷跡が残り、屋敷の奥には当家の屋敷神であった稲荷社が建っている。大文字屋は利家より家屋敷・扶持米(ふちまい)・本陣役などの特権が与えられていた他、府中領主本多氏のもとでも、代々茂左衛門を襲名し、町代や加賀前田家の本陣宿などの諸役を勤め、町人として特権を許されていた。,,東
子安観音,越前市文室町36-22,35.871338,136.254029,神社・仏閣,,正高寺の奥院に安置されている。本来は如意輪観世音菩薩と言われ、天竺（インド）の建築を司る天神の作で、三国伝来の仏様とも伝えられている。女人は難産の苦しみを免れ、幼児は健康と知恵を授かり、子宝や乳の無い人には恵まれるというので「子安の観世音菩薩」と崇敬されている。考養心の厚い継体天皇の子、欽明天皇がこの地に安置し、現在では安産や子授けの霊感あらたかな観音として各地から参拝客が訪れている。　駐車場：有（10台）　アクセス：武生ICから車で15分,,味真野
まがりの里,越前市上真柄町,35.89697,136.223897,城（城址）・史跡,,継体大王の第一皇子である勾大兄皇子(まがりのおおえのみこ、後の第27代安閑大王)が誕生した地と伝えられ、継体大王が月見の際に腰掛けていたと言われる月見石も残されている。　駐車場：無　アクセス：JR武生駅から車で22分,,味真野
薄墨桜（花筐公園）,越前市粟田部町17-20,35.919933,136.236986,イベント・祭,,花筐公園内にある福井県指定天然記念物(樹齢600年以上)。継体大王が、愛する照日の前に形見として残したものとも言い伝えられ、その後、次第に色が薄くなっていったため、薄墨桜と呼ばれるようになったといわれている。福井県指定文化財。　駐車場：有（20台）　アクセス：JR武生駅からバス20分「花筺公園口」下車,,粟田部
越前めがねの里,越前市向陽町53,35.872957,136.152966,産業・伝統工芸,,福井県地場産業であるめがねの歴史資料や過去の実物のめがねなど貴重な資料を展示している。曲がっても元に戻る耐久性に優れた形状記憶合金（超弾性）のフレームを素材メーカーと共同開発し、生産している全国でも数少ない工場のひとつで、工場直売なので低価格で提供している。オープンスタイルでいつでも工場見学ができ、休憩室も完備している。　駐車場：有（バス5台・乗用車10台）　アクセス：JR武生駅から車で10分、武生ICから車で10分　営業時間：9:00～19:00　定休日：年始　電話番号：0778-23-9500　ホームページ：http://www.meganenosato.co.jp/,,神山
越前打刃物会館,越前市池ノ上町49-1-3,35.876098,136.146263,産業・伝統工芸,,700年の伝統を守り続けている越前打刃物業界の活動拠点。越前打刃物は、その歴史と技術が高く評価され、昭和54年に、刃物産地としては全国で最初に伝統的工芸品の指定を受けた。越前打刃物の歴史と製造工程をパネル展示やビデオで紹介。近年の名工がつくった製品も展示され、研ぎ磨かれた刃物には美術品の風格さえ感じられる。包丁やはさみ、鎌などの展示即売も行っており、工場見学もできる。（要問合せ）　駐車場：有（20台）　アクセス：JR武生駅から車で15分、武生ICから車で16分　電話番号：0778-24-1200　ホームページ：http://www.echizenuchihamono.com/,,神山
タケフナイフビレッジ,越前市余川町22-91,35.887946,136.236576,産業・伝統工芸,,職人による、伝統工芸・越前打刃物の共同工房。伝統の鍛造技術が見学できる他、体験棟ではペーパーナイフや包丁などの刃物づくり教室（要予約）も開催されている。　駐車場：有(20台）　アクセス：JR武生駅から車で20分、武生ICから車で10分　営業時間：9:00～17：00　定休日：年中無休　電話番号：0778-27-7120　ホームページ：http://www.takefu-knifevillage.jp/,,味真野
越前打刃物古式鍛錬,越前市余川町22-91,35.887946,136.236576,イベント・祭,,元旦の午前0時にタケフナイフビレッジでおこなわれる恒例行事。白装束姿の職人達が700年前から伝わるという刃物の古式鍛錬法を披露し、新年の無事を祈願して「初打ち」を行う。鋼材を炉にくべて真っ赤に熱し、リズムよく交互につちでたたいて包丁を仕上げ、工房内の神棚に奉納する。　開催日：1月1日（午前0時）　会場：タケフナイフビレッジ　主催：タケフナイフビレッジ協同組合（0778-27-7120）　,,味真野
式部とふじまつり,越前市東千福町20,35.889921,136.15768,イベント・祭,,約200ｍの藤棚が満開になり、花のトンネルを作る5月3日に開催される。満開の藤の香り漂う中を十二単や束帯に身を包んだ人々の行列が通り、平安の夢の世界が蘇る。フリーマーケットや縁日ひろばなど、ファミリーで楽しめる楽しいイベントも開催。無料休憩所「藤波亭」では、甘味や特産品を販売する。　開催日：5月3日　会場：紫式部公園　主催：（一社）越前市観光協会（0778-23-8900）,,南
越前市サマーフェスティバル,越前市,35.901427,136.175451,イベント・祭,,ふるさと踊り、わっしょい越前、花火大会と3日間に渡って開催される夏祭り。最終日の花火大会はスターマインなど1万発の音が山に反響し、迫力に歓声が上がる。　開催日：8月中旬　会場：武生中央公園（ふるさと踊り）、蔵の辻周辺（わっしょい越前）、日野川河川緑地（花火大会）　主催：越前市サマーフェスティバル実行委員会／ふるさと踊り（越前市商業・観光振興課0778-22-3007）、わっしょい越前（まちづくり武生株式会社0778-25-6802）、花火大会（一般社団法人越前市観光協会0778-23-8900）,,東
越前万歳初舞,越前市池泉町21-18,35.88684,136.235091,イベント・祭,,日本三大古典万歳のひとつで国の重要無形民俗文化財に指定されている。新年を祝って、繁栄を願うおめでたい歌詞を歌い舞う郷土芸能。初舞では伝統的なものとあわせて、地元の子供たちによる万歳も行われる。　　開催日：1月1日　会場：味真野神社、味真野商工会館　主催：越前万歳保存会（0778-27-2423）,,味真野
あじまの万葉まつり,越前市余川町55-1,35.885433,136.23768,イベント・祭,,万葉中学生をはじめ地元住民が古代衣装に身を包み、雅楽の優雅な音色に合わせて厳かに練り歩く「万葉行列」は圧巻。地区あげてのイベントとし、郷土愛を深め、万葉のふるさとと味真野を広くPRする目的で開催される。万葉の里では、地場産品の販売や万葉大茶会、バンド演奏、和太鼓、万葉相聞歌朗唱などが多彩に繰り広げられる。　開催日：5月3日、4日　会場：万葉の里味真野苑　主催：あじまの万葉まつり実行委員会（0778-27-7800）,,味真野
日野山祭り,越前市中平吹町80-1-1,35.864361,136.187755,イベント・祭,,日野山麓の日野神社で神楽を奉納した後、山頂へ登り、そこで大きなかがり火をたいて御来光を拝む。　開催日：7月第3土曜日　会場：日野神社～日野山頂　主催：日野神社（0778-21-2335）,,王子保
鬼ヶ嶽火祭り,越前市大虫町21-27-1,35.900894,136.126589,イベント・祭,,大虫地区にある鬼ヶ嶽は昔は「丹生ヶ嶽」と呼ばれていたが、いつの頃か鬼が住みついて村人に悪さをしたのを村人総出で退治をしたことに由来。8月15日夕方に松明をかかげた行列が大虫神社を出発し鬼ヶ嶽登山をするの荘厳な祭りで、 一般参加もできる。　開催日：8月15日　会場：大虫神社周辺　主催：大虫地区壮友会事務局（0778-23-3508）,,大虫
獅子返し,越前市朽飯町21-33,35.939352,136.260061,イベント・祭,,村の若衆が獅子頭を持ち村役や新築の家に訪れ勇壮な獅子舞を舞う祭り。 南中山地区の野岡町、山室町、東庄境町、赤坂町、国中町、中津山町、服間地区の朽飯町、室谷町、岡本地区の南坂下町の村祭りで開催される。　開催日：9月下旬～10月上旬　会場：各地区　主催：各地区,,服間
はながたみまつり,越前市粟田部町17-20,35.919933,136.236986,イベント・祭,,"花筐公園内の1,000本を超える桜の見頃の時期に合わせて開催し、お茶会、郷土芸能、バザー等の多彩なイベントを開催する。期間中にはライトアップもあり、幻想的な雰囲気を楽しめる。　開催日：4月上旬頃　会場：花筐公園　主催：花筐自治振興会（0778-42-3710）",,粟田部
神と紙のまつり,越前市大滝町、新在家町,35.906795,136.253231,イベント・祭,,権現山の頂上にある奥の院に祀られた神様をふもとの里宮にお迎えし、和紙の里である五箇地区を巡幸して再び上宮にお送りする神事で、千数百年の伝統があり、福井県の無形民俗文化財に指定されている。当日は地元の小学生による浦安の舞や、紙漉きの里ならではの紙能舞と紙神楽等の伝統芸能が奉納され、一般客も見る事が出来る。祭礼の期間中、和紙の里通りでは越前和紙の特売市や和紙を使った遊び場などが催され、祭りと一緒に紙漉きの里の雰囲気を味わうことができる。　開催日：5月3日～5日　会場：紙祖神岡太神社・大瀧神社、和紙の里通り　主催：神と紙のまつり実行委員会（0778-43-0875）,,岡本
河濯山祭り,越前市高瀬2丁目5-15,35.898181,136.160915,イベント・祭,,河濯山芳春山は大日如来を本尊にまつる、越前市で唯一の臨済宗大徳寺派の寺。通称「かわっさん」と呼ばれ、安産・病気快癒にご利益があるといわれている。祭りの時期には多くの参拝客で賑わう。　開催日：7月30日、31日　会場：河濯山芳春山　主催：河濯山芳春山（0778-22-1586）,,西
武生国際音楽祭,越前市高瀬2丁目3-3,35.899749,136.160007,イベント・祭,,1990年に始まり、毎年9月上旬から1週間ほど行われる音楽祭。越前市文化セン-ーやまちなかの寺社仏閣でも演奏会が開かれ、市内に音楽が響きわたる。世界の有名な音楽家の演奏を聞くことができる。　開催日：9月上旬～中旬　会場：越前市文化センター等　主催：武生国際音楽祭推進会議事務局（0778-23-5057）　ホームページ：http://takefu-imf.com,,西
たけふ菊人形,越前市高瀬2丁目,35.899219,136.15791,イベント・祭,,昭和27年から毎年開催されている北陸の秋の風物詩。全国から多くの観光客が訪れ、会場内には2万株以上の菊花が咲き誇り、菊の甘い香りが漂う。毎年テーマに沿った菊人形の時代絵巻を繰り広げる。その他にも遊具がいっぱいの遊園地やＯＳＫ日本歌劇団のショーなどもあり、家族で楽しめる。愛好家が丹精込めた菊花や盆栽も見事。　入場料：無料（会場内施設一部有料）　開催日：10月上旬～11月上旬　会場：武生中央公園　主催：たけふ菊人形まつり実行委員会（0778-21-0175）　ホームページ：http://たけふ菊人形.com,,西
たけふ菊花マラソン,越前市中央2丁目2-13,35.902582,136.158071,イベント・祭,,菊の香り漂う越前市をコースとしたマラソン大会。　開催日：11月3日　会場：武生西小学校スタート　主催：菊花マラソン実行委員会（0778-22-7463）,,西
蓬莱祀,越前市粟田部町,35.919266,136.237658,イベント・祭,,継体天皇の即位を祝い、三里山（蓬莱山）を模して山車を飾り、五穀豊穣と国家安全を祈ったのが始まりとされる伝統行事。毎年、2月11日に式典と山車の引き回しが行われる。莱祀とは、蓬莱祀または王位莱祀の略で、天皇の行幸を模して蓬莱祀を引いた男たちが町中を練り歩く。　開催日：2月11日　会場：越前市粟田部町　主催：蓬莱祀保存会（0778-42-0952）,,粟田部
太陽広場桜まつり,越前市安養寺町5-3,35.920405,136.080898,イベント・祭,,約1000本の桜と黄緑色に映える芝生が会場を彩り、歌謡ショーやバザーなどが繰り広げられ、家族連れにおすすめ。 春の素晴らしい環境を十分に満喫できる。　開催日：4月中旬　会場：みどりと自然の村　太陽広場　主催：安養寺桜まつり実行委員会（0778-28-1045）,,白山
みたま祭り,越前市深草2丁目2-37,35.905623,136.160707,イベント・祭,,"金剛院境内をうめる6,000本のろうそくの御明かしの中、盆灯ろうのお焚きあげと人形供養が行われ、幻想的な雰囲気を味わえる。　開催日：7月15日　会場：金剛院　主催：金剛院（0778-22-7188）",,西
花筐薪能,越前市粟田部町17-20,35.919933,136.236986,イベント・祭,,2年に1度開催され、継体天皇の恋物語、能の謡曲「花筐」より命名された花筐公園で8月に継体天皇を偲んで薪能が行われる。　開催日：8月　会場：花筐公園　主催：越前花筐薪能実行委員会（0778-42-0361）　ホームページ：https://kakyo-jichi.jimdo.com/,,粟田部
総社大神宮例祭,越前市京町1丁目4-35,35.903316,136.164164,イベント・祭,,越前国総社として崇敬されてきた古社、総社大神宮で秋に行なわれる祭り。境内や周辺の通りにたくさんの露店が並び、大勢の参拝者で賑わいをみせる。　開催日：9月　会場：総社大神宮　主催：総社大神宮（0778-22-1127）　ホームページ：http://osonjasan.jp,,西
花筐もみじまつり,越前市粟田部町17-20,35.919933,136.236986,イベント・祭,,花筐公園は紅葉の名所として県内外から大勢の観光客が訪れる。見頃の時期に合わせて祭りを開催しさまざまなイベントを行う。期間中にはライトアップもあり、幻想的な雰囲気を楽しむことが出来る。　開催日：11月上旬頃　会場：花筐公園　主催：花筐自治振興会（0778-42-3710）,,粟田部
紫式部公園藤棚,越前市東千福町20,35.889921,136.15768,自然・花,,紫式部公園の芝生広場を囲むようにコの字型の藤棚があり、5月初旬には見ごろになり、約200mに及ぶ藤棚の下を歩くことができる。　駐車場：有（無料休憩ｊ所　藤波亭の駐車場をご利用ください）　アクセス：JR武生駅から徒歩約32分、車で9分,,南
万葉菊花園,越前市余川町22-96-1,35.886899,136.237657,自然・花,,たけふ菊人形に展示する「千輪菊」「五重塔」「懸崖菊」など伝統的な菊栽培を行っており、菊の栽培過程を見学することができる。フラワー公園、ガラス温室、展示室、花時計があり、花時計は季節毎に衣替えをし、展示室では色々な展示を楽しめる。展示会や植物に関するイベントも随時開催している。　駐車場：有　アクセス：武生ICから車で8分　営業時間：9:00～17:00　定休日：月曜日（祝日を除く）、祝日の翌日、年末年始　電話番号：0778-27-7800,,味真野
観光農園どんぐり山,越前市中山町11-1-1,35.865248,136.062906,レジャー施設,,自然とふれあえる体験型観光農園。県内で唯一各種のフルーツ狩りを楽むことができる。さくらんぼは一年契約でその木からならば自由に摘果・収穫ができるオーナー制がある。　駐車場：有（30～40台）　アクセス：JR武生駅から車で40分　営業時間：9:00～17:00　定休日：11月～4月末　電話番号：0778-28-1288　ホームページ：http://donguriyama.jp/,,坂口
白山観光クリ園,越前市黒川町96-23,35.889446,136.066293,レジャー施設,,"白山栗生産組合が運営する観光クリ園で毎年9月上旬～10月上旬まで栗ひろいが楽しめる。約6.5haもの敷地に約1,700本の栗の木が植えられている。「丹沢」「国見」などの品種は糖度が高くて美味しく、1kg800円で持ち帰り出来る。　駐車場：有（30台）　アクセス：JR武生駅から車で38分　営業時間：9月上旬～10月上旬の9:00～16:00　定休日：月曜日（祝日を除く）、祝日の翌日　電話番号：0778-29-2625",,白山
吉野瀬川 桜,越前市吉野瀬川,35.906059,136.150399,自然・花,,太田橋～野上橋間両岸から水面に向かって枝をのばすような見事な桜並木が続く。期間限定でライトアップされ、桜の名所となっている。　見頃：4月上旬～4月中旬　電話番号：0778-23-3508（大虫公民館）,,大虫
大滝神社 ゼンマイ桜,越前市大滝町23-10,35.906795,136.253231,自然・花,,大滝神社本殿から奥の院へ通じる参道の途中の林の中にある。主幹の根廻り8.1m、目通り4.8m、高さ約23m。地上から約3mのところで二またにわかれ、枝張りは東西19.2m、南北21.2mに達する。幹には古いキヅタが一面にからんでいる。ゼンマイのとれるころ花が満開となるので土地の人はこの名で呼んでいるが、エドヒガンの大木である。　駐車場：有（20台　大瀧神社駐車場）,,岡本
味真野小学校 一本桜,越前市池泉町9-1,35.889998,136.232797,自然・花,,桜としてはまれに見る大木で、市文化財に指定されている。樹種はエドヒガンと思われ、明治38年に植樹したものを昭和4年に味真野小学校に移植。学校の校舎が移転してしまい、昔は校舎のそばにあった桜の木がいつの間にか校庭の真ん中にポツンと残ることになった。桜の見頃には期間限定でライトアップされ、夜桜のロマンチックな雰囲気が楽しめる。　見頃：4月上旬～4月下旬　アクセス：武生ICから車で10分　電話番号：0778-27-1110（味真野観光協会）,,味真野
花筐公園 桜,越前市粟田部町17-20,35.919933,136.236986,自然・花,,約1000本の桜が咲きほこる名所。4月上旬には満開の桜のもと「はながたみまつり」が開催される。　駐車場：有（20台）　見頃：4月上旬～4月中旬　アクセス：ＪR武生駅からバス20分「花筺公園口」下車　電話番号：0778-42-3710（花筐自治振興会）,,粟田部
芦山公園 桜,越前市村国町,35.900922,136.18139,自然・花,,"村国山の山腹を「芦山公園」と呼び、山道沿いにソメイヨシノ2,000本が咲き誇る桜並木が続いている。中腹にある展望台からは日野川堤防沿いの桜並木も一望することができる。　駐車場：有　見頃：4月上旬～4月下旬　アクセス：JR武生駅から徒歩20分",,国高
太陽広場 桜,越前市安養寺町5-3,35.920405,136.080898,自然・花,,広大な芝生広場の周辺に約1000本の桜が咲きほこる。　駐車場：有　見頃：4月上旬～4月中旬　アクセス：JR武生駅から車で20分、武生ICから車で30分　電話番号：0778-28-1119,,白山
城福寺 桜,越前市五分市町11-26,35.892529,136.23057,自然・花,,「花筐（はながたみ）」という珍しい品種のしだれ桜で、 例年、越前市内の桜の中で最も開花が早い桜。　駐車場：有　見頃：4月上旬　電話番号：0778-27-1773,,味真野
日野川河川敷 桜,越前市日野川河川敷,35.908505,136.173601,自然・花,,日野川堤防に沿って薄墨桜・ソメイヨシノ約200本の桜並木が続いている。　駐車場：有　アクセス：JR武生駅から徒歩10分、武生ICから車で15分,,国高
杉尾の大杉,越前市杉尾町,35.911646,136.257398,自然・花,,樹高18m、目通り幹囲6.3m、樹齢500年以上。杉尾神社の御神木でもあり1970年に県の天然記念物に指定された。大滝神社の神木である大杉の一枝が風で吹き飛び、地に突きささって、そのまま根がついて育ったと伝えられている。,,岡本
明光寺　大イチョウ,越前市西庄境町10-18,35.935295,136.248,自然・花,,明光寺境内にあり、幹周5.5m、樹高26mの県指定天然記念物。室町時代の文明六年(1474年)当時の住職が西朽飯から移植したもので、福井県下最大のイチョウ。明治45年の大火で寺は焼失したが、このイチョウの巨樹は難をのがれた。　駐車場：有（20台）　アクセス：JR武生駅から福鉄バス水間線「西庄境」で下車すぐ　電話番号：0778-42-0387,,南中山
水間神社 ケヤキ,越前市室谷町11-1,35.929015,136.267226,自然・花,,水間神社の拝殿西側にあり、幹の周囲11.2m、目通り6.9m、高さ約23m。県指定天然記念物。北側の地上4mのところで枝が4本にわかれ、樹勢は盛ん。　駐車場：有（10台）　アクセス：武生ICから20分,,服間
松が嶽神社 大モミ,越前市柳元町,35.91573,136.302556,自然・花,,権現山の山頂、松ヶ嶽神社前の大モミの木は市の天然記念物に指定されている。樹高30.0m、根廻り8.0m。　駐車場：有（10台）　アクセス：JR武生駅から車で40分,,服間
大滝神社 ブナ林,越前市大滝町23-10,35.906795,136.253231,自然・花,,"面積は小さいが、原生ブナ林としては学術上価値が高いので県天然記念物となった。現存した原因は、おそらくブナ林が神域にあり1,300年もの間、霊地として信仰の対象となり「入らずの森」として村民によって保護されたこと。既にその社叢内に天然記念物として県指定の「大杉」と「ぜんまい桜」が現存している現況から見ても推察される。　駐車場：有（20台）　アクセス：JR武生駅から車で23分、武生ICから車で10分",,岡本
大滝神社 大杉,越前市大滝町23-10,35.906795,136.253231,自然・花,,県指定天然記念物。大滝神社奥の丘の上にある。根まわり9.8m、目通り7.1m、高さ約23mで、枝張りは東西24.5m、南北21m。長年風雪にさらされ、いかにも老樹という感じがする。神社の神木としてシメナワがかけられ、サクで囲んで保護されている。　駐車場：有（20台）　アクセス：JR武生駅から車で23分、武生ＩCから車で10分,,岡本
河濯山芳春寺,越前市高瀬2丁目5-15,35.898181,136.160915,神社・仏閣,,大日如来を本尊にまつる、越前市で唯一の臨済宗大徳寺派の寺。通称「かわっさん」と呼ばれ、安産・病気快癒にご利益があるといわれている。また7月30日、31日には河濯山まつりが行われ、多くの参拝客で賑わう。境内には、松尾芭蕉の色紙塚や求道の人宮崎童安の歌碑がある。拝観可。　駐車場：有（20台）　アクセス：JR武生駅から徒歩17分　電話番号：0778-22-1586,,西
石造八角石塔（教徳寺）,越前市別印町3-41,35.899037,136.28342,神社・仏閣,,市文化財<建造物>　南北朝時代（至徳3年）、1基、昭和61.8.12指定　教徳寺境内にに一基の石塔がある。最初は下から宝篋印塔の基礎・八角型石柱・宝篋印塔の笠・五輪塔の空風輪に積み上げられてあったが、何れも残欠ばかりである。,,岡本
日野神社の古代神楽,越前市中平吹町80-1-1,35.864361,136.187755,神社・仏閣,,市文化財<無形民俗文化財>　昭和46.11.1指定　日野神社は日野山を神体山とする神社で、古くから神の鎮まる山として尊崇されてきた。ここの例祭日野山まつりは毎年7月20日以降の土・日曜日を選んで行われ、神楽は、氏子の小学校6年生がふんした巫女によって奉納される。,,王子保
大滝神社奥の院本殿,越前市大滝町23-10,35.906795,136.253231,神社・仏閣,,市文化財　江戸時代中期、1棟、昭和61.8.12指定　大滝神社本殿は、下宮に比し簡素で、少し古風なたたずまいをみせている。しかし、虹染等の彫刻や、木鼻や蟇股などには、かなりの装飾がみられ、江戸時代らしい雰囲気を感じさせる。,,岡本
奥の院岡太神社本殿,越前市大滝町23-10,35.906795,136.253231,神社・仏閣,,市文化財<建造物>　江戸時代初期、1棟、昭和61.8.12指定　大滝神社の隣りにある。向拝や、蟇股、また舟肘木等に、かなり古い様式を示していて、簡素な中にも、よくまとまったものといえよう。,,岡本
毫攝寺のヤマモミジ,越前市清水頭町3-17,35.892211,136.226745,自然・花,,市文化財<天然記念物>　1本、昭和45.11.1指定　毫攝寺墓地の北西隅にあるヤマモミジの大木で、当寺では「染野井のモミジ」と呼んでいる。樹齢は150～200年と思われる。周囲の樹木の影響で、樹形は細長いが樹勢は盛ん。当寺は1877年に火災に遭い全焼したが、この辺りはケヤキや公孫樹が数多く植えられていたため、このケヤキは難を逃れたとのことである。,,味真野
府中馬借街道,越前市広瀬町、下中津原町、湯谷、中山町,35.883996,136.125601,街並み・旧街道,,市文化財<史跡>　昭和56.11.1指定　武生から幾内に通じる、比較的なだらかな丹生山地を抜けて河野海岸へ出て、船で敦賀に至るルートで利便性の点で物資輸送にはよく使われた。荷物の輸送には馬借と呼ばれる輸送に従事する人が活躍したことから、府中馬借街道と呼ばれるようになった。大坂峠を中心とした約2ｋｍと中山峠から河野村境までではあるが、山間部（山内）の馬借が運送を担当した道の一部を市指定の文化財とした。,,白山、坂口
城福寺のヒイラギ,越前市五分市町11-26,35.892529,136.23057,自然・花,,市文化財<天然記念物>　1本、昭和44.11.1指定　城福寺庭園の南東隅茶室の近くにあり、当地方に見られるヒイラギとしてはまれに見る大木で、樹勢も盛んである。周囲に成長を妨げるものがない為に、樹高よりも横への広がりが大きい。特に北西の枝張りがよく発達し、書院からの眺めは素晴しく、庭園を強く引き立てている。11月頃白色の小花を多くつける。この築庭とともに植えられたものと思われている。,,味真野
旧府中城表門(正覚寺山門),越前市京町2丁目1-8,35.902759,136.163536,城（城址）・史跡,,市文化財　江戸時代後期、1棟、平成13.12.5指定　府中城は現在の越前市役所（旧武生市役所）一帯で、市役所前に府中城の石碑が建てられているだけで遺構は残されていない。唯一、府中城の表門が正覚寺の山門として移築されている。江戸時代の本多氏時代のもので、高麗門で、門の両脇に潜戸がある堂々とした門。,,西
